id,authors,year,title,venue
1212,"David J. De Witt, Jeffrey F. Naughton, John C. Shafer, Shivakumar Venkataraman",1996,Parallelizing OODBMS traversals: a performance evaluation,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1213,"Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham",1996,Priority assignment in real-time active databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1214,"Eric Amiel, Marie-Jo Bellosta, Eric Dujardin, Eric Simon",1996,Type-safe relaxing of schema consistency rules for flexible modelling in OODBMS,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1215,"Doug Fang, Shahram Ghandeharizadeh, Dennis McLeod",1996,An experimental object-based sharing system for networked databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1216,"Paolo Atzeni, Alberto O. Mendelzon",2000,Guest editorial,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1217,"Weifa Liang, Maria E. Orlowska, Jeffrey X. Yu",2000,Optimizing multiple dimensional queries simultaneously in multidimensional databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1218,"Jean-Robert Gruser, Louiqa Raschid, Vladimir Zadorozhny, Tao Zhan",2000,Learning response time for WebSources using query feedback and application in query optimization,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1219,"Boris Chidlovskii, Uwe M. Borghoff",2000,Semantic caching of Web queries,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1220,"Kristian Torp, Christian S. Jensen, Richard Thomas Snodgrass",2000,Effective timestamping in databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1221,"Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos",2000,Quantifiable data mining using ratio rules,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1222,"Esther Pacitti, Eric Simon",2000,Update propagation strategies to improve freshness in lazy master replicated databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1223,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",2000,WaveCluster: a wavelet-based clustering approach for spatial data in very large databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1224,"Peter Muth, Patrick O'Neil, Achim Pick, Gerhard Weikum",2000,The LHAM log-structured history data access method,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1225,"Binto George, Jayant R. Haritsa",2000,Secure buffering in firm real-time database systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1226,"Edwin M. Knorr, Raymond T. Ng, Vladimir Tucakov",2000,Distance-based outliers: algorithms and applications,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1227,"David Gibson, Jon Kleinberg, Prabhakar Raghavan",2000,Clustering categorical data: an approach based on dynamical systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1228,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",2002,An XML query engine for network-bound data,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1229,"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",2002,Efficient filtering of XML documents with XPath expressions,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1230,"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",2000,Functional-join processing,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1231,"O. Shmueli, J. Widom",2000,Foreword by the VLDB '98 PC Chairmen,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1232,"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",2002,TIMBER: A native XML database,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1233,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",2002,Anatomy of a native XML base management system,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1234,"S. Amer-Yahia, S. Cho, L. V. S. Lakshmanan, D. Srivastava",2002,Tree pattern query minimization,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1235,"S.-Y. Chien, V. J. Tsotras, C. Zaniolo",2002,Efficient schemes for managing multiversionXML documents,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1236,"Domenico Beneventano, Sonia Bergamaschi, Claudio Sartori",2003,Description logics for semantic query optimization in object-oriented database systems,ACM Transactions on Database Systems (TODS)
1237,"Richard M. Karp, Scott Shenker, Christos H. Papadimitriou",2003,A simple algorithm for finding frequent elements in streams and bags,ACM Transactions on Database Systems (TODS)
1238,"Sergey Melnik, Hector Garcia-Molina",2003,Adaptive algorithms for set containment joins,ACM Transactions on Database Systems (TODS)
1239,Alon Y. Halevy,2002,Guest Editorial,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1240,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",2000,PicoDMBS: Scaling Down Database Techniques for the Smartcard,Very Large Data Bases
1241,"Nicolas Anciaux, Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",2001,PicoDBMS: Validation and Experience,Very Large Data Bases
1242,"Dimitris Margaritis, Christos Faloutsos, Sebastian Thrun",2001,NetCube: A Scalable Tool for Fast Data Mining and Compression,Very Large Data Bases
1243,David W. Adler,2001,DB2 Spatial Extender - Spatial data within the RDBMS,Very Large Data Bases
1244,Kjetil N&#248;rv&#229;g,1999,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Very Large Data Bases
1245,"Haifeng Yu, Amin Vahdat",2000,Efficient Numerical Error Bounding for Replicated Network Services,Very Large Data Bases
1246,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",2000,Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,Very Large Data Bases
1247,"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",2000,Building and Customizing Data-Intensive Web Sites Using Weave,Very Large Data Bases
1248,"Stefan De&#223;loch, Theo H&#228;rder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",1998,"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues",The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1249,"Naci S. Ishakbeyoglu, Z. Meral Ozsoyoglu",1998,Maintenance of implication integrity constraints under updates to constraints,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1250,"Peter Scheuermann, Gerhard Weikum, Peter Zabback",1998,Data partitioning and load balancing in parallel disk systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1251,"Ashish Mehta, James Geller, Yehoshua Perl, Erich Neuhold",1998,The OODB path-method generator (PMG) using access weights and precomputed access relevance,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1252,"Eric N. Hanson, I.-Cheng Chen, Roxana Dastur, Kurt Engel, Vijay Ramaswamy, Wendy Tan, Chun Xu",1998,A flexible and recoverable client/server database event notification system,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1253,Jia Liang Han,1998,"Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1254,"Navin Kabra, David J. DeWitt",1999,OPT++ : an object-oriented implementation for extensible database query optimization,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1255,"Yueh-Min Huang, Jen-Wen Ding, Shiao-Li Tsao",1999,Constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1256,"Theo H&#228;rder, G&#252;nter Sauter, Joachim Thomas",1999,The intrinsic problems of structural heterogeneity and an approach to their solution,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1257,"Zhe Li, Kenneth A. Ross",1999,Fast joins using join indices,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1258,"Kelvin K. W. Law, John C. S. Lui, Leana Golubchik",1999,Efficient support for interactive service in multi-resolution VOD systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1259,"Goksel Aslan, Dennis McLeod",1999,Semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1260,"Peter A. Boncz, Martin L. Kersten",1999,MIL primitives for querying a fragmented world,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1261,"Natalija Krivokapi&#263;, Alfons Kemper, Ehud Gudes",1999,Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1262,"Changzhou Wang, X. Sean Wang",2001,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1263,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",2001,A graph-theoretic model for optimizing queries involving methods,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1264,"Carlo Combi, Giuseppe Pozzi",2001,HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1265,"Wen-Syan Li, K.Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",2001,Supporting efficient multimedia database exploration,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1266,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",2000,Progressive evaluation of nested aggregate queries,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1267,"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei",2001,Combining multi-visual features for efficient indexing in a large image database,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1268,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",2000,Optimizing database architecture for the new bottleneck: memory access,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1269,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",2000,Online dynamic reordering,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1270,"J. Claussen, A. Kemper, D. Kossmann, C. Wiesner",2000,Exploiting early sorting and early partitioning for decision support query processing,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1271,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",2000,One-dimensional and multi-dimensional substring selectivity estimation,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1272,Malcolm P. Atkinson,2000,Guest editorial,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1273,"Philip A. Bernstein, Shankar Pal, David Shutt",2000,Context-based prefetch - an optimization for implementing objects on relations,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1274,"K. Sel&#231;uk Candan, Eric Lemar, V. S. Subrahmanian",2000,View management in multimedia databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1275,"Ada Wai-chee Fu, Polly Mei-shuen Chan, Yin-Ling Cheung, Yiu Sang Moon",2000,Dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1276,"Peter Buneman, Mary Fernandez, Dan Suciu",2000,UnQL: a query language and algebra for semistructured data based on structural recursion,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1277,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",2000,Checking the temporal integrity of interactive multimedia documents,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1278,"Mary Fern&#225;ndez, Daniela Florescu, Alon Levy, Dan Suciu",2000,Declarative specification of Web sites with S,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1279,"Bettina Berendt, Myra Spiliopoulou",2000,Analysis of navigation behaviour in web sites integrating multiple information systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases
1280,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",2001,Mining Multi-Dimensional Constrained Gradients in Data Cubes,Very Large Data Bases
1281,"Rakesh Agrawal, Amit Somani, Yirong Xu",2001,Storage and Querying of E-Commerce Data,Very Large Data Bases
1282,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",2001,Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,Very Large Data Bases
1283,"Demet Aksoy, Michael J. Franklin, Stanley B. Zdonik",2001,Data Staging for On-Demand Broadcast,Very Large Data Bases
1284,"Mitch Cherniack, Michael J. Franklin, Stanley B. Zdonik",2001,Data Management for Pervasive Computing,Very Large Data Bases
1285,"Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker",2001,Flexible and scalable digital library search,Very Large Data Bases
1286,"Cui Yu, Beng Chin Ooi, Kian-Lee Tan, H. V. Jagadish",2001,Indexing the Distance: An Efficient Method to KNN Processing,Very Large Data Bases
1287,"Shu Lin, M. Tamer &#214;zsu, Vincent Oria, Raymond T. Ng",2001,An Extendible Hash for Multi-Precision Similarity Querying of Image Databases,Very Large Data Bases
1288,"William O'Connell, Andrew Witkowski, Goetz Graefe",2001,Collaborative Analytical Processing - Dream or Reality? (Panel abstract),Very Large Data Bases
1289,Yannis Kotidis,2001,A Data Warehousing Architecture for Enabling Service Provisioning Process,Very Large Data Bases
1290,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",2001,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,Very Large Data Bases
1291,"Stephen Dill, Ravi Kumar, Kevin S. McCurley, Sridhar Rajagopalan, D. Sivakumar, Andrew Tomkins",2001,Self-similarity in the Web,Very Large Data Bases
1292,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",2001,Supervised Wrapper Generation with Lixto,Very Large Data Bases
1293,"Tolga Urhan, Michael J. Franklin",2001,Dynamic Pipeline Scheduling for Improving Interactive Query Performance,Very Large Data Bases
1294,"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",2001,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,Very Large Data Bases
1295,"Jos&#233; Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar",2001,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,Very Large Data Bases
1296,"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",2001,Views in a Large Scale XML Repository,Very Large Data Bases
1297,"M. W. Bright, A. R. Hurson, S. Pakzad",1994,Automated resolution of semantic heterogeneity in multidatabases,ACM Transactions on Database Systems (TODS)
1298,"Beverly Yang, Hector Garcia-Molina",2001,Comparing Hybrid Peer-to-Peer Systems,Very Large Data Bases
1299,"Edward Sciore, Michael Siegel, Arnon Rosenthal",1994,Using semantic values to facilitate interoperability among heterogeneous information systems,ACM Transactions on Database Systems (TODS)
1300,"Daniela Grigori, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",2001,"Improving Business Process Quality through Exception Understanding, Prediction, and Prevention",Very Large Data Bases
1301,"James Clifford, Albert Croker, Alexander Tuzhilin",1994,On completeness of historical relational query languages,ACM Transactions on Database Systems (TODS)
1302,"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",2001,Generic Schema Matching with Cupid,Very Large Data Bases
1303,"Arnon Rosenthal, David Reiner",1994,Tools and transformations-rigorous and otherwise-for practical database design,ACM Transactions on Database Systems (TODS)
1304,"Jochen Van den Bercken, Bernhard Seeger",2001,An Evaluation of Generic Bulk Loading Techniques,Very Large Data Bases
1305,Michael Stonebraker,1994,In memory of Bob Kooi (1951-1993),ACM SIGMOD Record
1306,"Klemens B&#246;hm, Michael Mlivoncic, Hans-J&#246;rg Schek, Roger Weber",2001,Fast Evaluation Techniques for Complex Similarity Queries,Very Large Data Bases
1307,Won Kim,1994,Observations on the ODMG-93 proposal for an object-oriented database language,ACM SIGMOD Record
1308,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",2001,Visual Web Information Extraction with Lixto,Very Large Data Bases
1309,V. S. Subrahmanian,1994,Amalgamating knowledge bases,ACM Transactions on Database Systems (TODS)
1310,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Hans-Arno Jacobsen, Fran&#231;ois Llirbat, Dennis Shasha",2001,WebFilter: A High-throughput XML-based Publish and Subscribe System,Very Large Data Bases
1311,"Tak W. Yan, H&#233;ctor Garc&#237;a-Molina",1994,Index structures for selective dissemination of information under the Boolean model,ACM Transactions on Database Systems (TODS)
1312,"Athman Bouguettaya, Ahmed K. Elmagarmid, Brahim Medjahed, M. Ouzzani",2001,Ontology-based Support for Digital Government,Very Large Data Bases
1313,"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",2001,A Fast Index for Semistructured Data,Very Large Data Bases
1314,"Michael J. Carey, Steve Kirsch, Mary Roth, Bert Van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee",2001,The Propel Distributed Services Platform,Very Large Data Bases
1315,"Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava",2001,Approximate String Joins in a Database (Almost) for Free,Very Large Data Bases
1316,"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",2001,Change-Centric Management of Versions in an XML Warehouse,Very Large Data Bases
1317,"Martin S. Olivier, Sebastiaan H. von Solms",1994,A taxonomy for secure object-oriented databases,ACM Transactions on Database Systems (TODS)
1318,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",2001,VXMLR: A Visual XML-Relational Database System,Very Large Data Bases
1319,"Patrick Tendick, Norman Matloff",1994,A modified random perturbation method for database security,ACM Transactions on Database Systems (TODS)
1320,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",2001,Querying XML Views of Relational Data,Very Large Data Bases
1321,"Alfons Kemper, Christian Wiesner",2001,Hyperqueries: Dynamic Distributed Query Processing on the Internet,Very Large Data Bases
1322,"Kenneth Salem, H&#233;ctor Garc&#237;a-Molina, Jeannie Shands",1994,Altruistic locking,ACM Transactions on Database Systems (TODS)
1323,"Thomas St&#246;hr, Erhard Rahm",2001,WARLOCK: A Data Allocation Tool for Parallel Warehouses,Very Large Data Bases
1324,"Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",2001,Discovery of Influence Sets in Frequently Updated Databases,Very Large Data Bases
1325,"John Catozzi, Sorana Rabinovici",2001,Operating System Extensions for the Teradata Parallel VLDB,Very Large Data Bases
1326,"Leonidas Fegaras, Ramez Elmasri",2001,Query Engines for Web-Accessible XML Data,Very Large Data Bases
1327,"Angela Bonifati, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",2001,Warehousing Workflow Data: Challenges and Opportunities,Very Large Data Bases
1328,"Umeshwar Dayal, Meichun Hsu, Rivka Ladin",2001,"Business Process Coordination: State of the Art, Trends, and Open Issues",Very Large Data Bases
1329,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",2001,Analyzing Quantitative Databases: Image is Everything,Very Large Data Bases
1330,"Srinivasa Narayanan, Subbu N. Subramanian",2001,Tavant System Architecture for Sell-side Channel Management,Very Large Data Bases
1331,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",2001,Efficient Progressive Skyline Computation,Very Large Data Bases
1332,"Rada Chirkova, Alon Y. Halevy, Dan Suciu",2001,A Formal Perspective on the View Selection Problem,Very Large Data Bases
1333,"Svein Erik Bratsberg, Rune Humborstad",2001,Online Scaling in a Highly Available Database,Very Large Data Bases
1334,"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",2001,Dynamic Update Cube for Range-sum Queries,Very Large Data Bases
1335,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",2001,Functional Properties of Information Filtering,Very Large Data Bases
1336,"Michael Stillger, Guy M. Lohman, Volker Markl, Mokhtar Kandil",2001,LEO - DB2's LEarning Optimizer,Very Large Data Bases
1337,"Banu &#214;zden, Eran Gabber, Bruce Hillyer, Wee Teck Ng, Elizabeth A. M. Shriver, David J. DeWitt, Bruce Gordon, Jim Gray, John Wilkes",2001,Storage Service Providers: a Solution for Storage Management? (Panel),Very Large Data Bases
1338,Phillip B. Gibbons,2001,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Very Large Data Bases
1339,"Shalom Tsur, Serge Abiteboul, Rakesh Agrawal, Umeshwar Dayal, Johannes Klein, Gerhard Weikum",2001,Are Web Services the Next Revolution in e-Commerce? (Panel),Very Large Data Bases
1340,"Harald Kosch, L&#225;szl&#243; B&#246;sz&#246;rm&#233;nyi, Alexander Bachlechner, Christian Hanin, Christian Hofbauer, Margit Lang, Carmen Riedler, Roland Tusch",2001,SMOOTH - A Distributed Multimedia Database System,Very Large Data Bases
1341,"Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang",2001,Navigating large-scale semi-structured data in business portals,Very Large Data Bases
1342,"Minos N. Garofalakis, Phillip B. Gibbon",2001,Approximate Query Processing: Taming the TeraBytes,Very Large Data Bases
1343,"Mihnea Andrei, Patrick Valduriez",2001,User-Optimizer Communication using Abstract Plans in Sybase ASE,Very Large Data Bases
1344,"Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos",2001,C2P: Clustering based on Closest Pairs,Very Large Data Bases
1345,C. Mohan,2001,Caching Technologies for Web Applications,Very Large Data Bases
1346,"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",2001,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,Very Large Data Bases
1347,"Alexandros Labrinidis, Nick Roussopoulos",2001,Update Propagation Strategies for Improving the Quality of Data on the Web,Very Large Data Bases
1348,"Yufei Tao, Dimitris Papadias",2001,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,Very Large Data Bases
1349,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",2001,A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,Very Large Data Bases
1350,"Apostol Natsev, Yuan-Chi Chang, John R. Smith, Chung-Sheng Li, Jeffrey Scott Vitter",2001,Supporting Incremental Join Queries on Ranked Inputs,Very Large Data Bases
1351,"Gayatri Sathe, Sunita Sarawagi",2001,Intelligent Rollups in Multidimensional OLAP Data,Very Large Data Bases
1352,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, Marios Skounakis",2001,Weaving Relations for Cache Performance,Very Large Data Bases
1353,"Ioana Manolescu, Daniela Florescu, Donald Kossmann",2001,Answering XML Queries on Heterogeneous Data Sources,Very Large Data Bases
1354,Oded Shmueli,2001,Architectures for Internal Web Services Deployment,Very Large Data Bases
1355,"Guy Pardon, Gustavo Alonso",2000,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,Very Large Data Bases
1356,Richard Taylor,2000,Concurrency in the Data Warehouse,Very Large Data Bases
1357,"C. Mohan, Ron Barber, S. Watts, A. Somani, Markos Zaharioudakis",2000,Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,Very Large Data Bases
1358,"Meridith A. Lane, James L. Edwards, Ebbe Nielsen",2000,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)",Very Large Data Bases
1359,"Bettina Kemme, Gustavo Alonso",2000,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication",Very Large Data Bases
1360,"Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori",2000,Focused Crawling Using Context Graphs,Very Large Data Bases
1361,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",2000,An Ultra Highly Available DBMS,Very Large Data Bases
1362,"Kaushik Chakrabarti, Sharad Mehrotra",2000,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,Very Large Data Bases
1363,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",2000,Hierarchical Compact Cube for Range-Max Queries,Very Large Data Bases
1364,"Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold",2000,Panel: Is Generic Metadata Management Feasible?,Very Large Data Bases
1365,Anand Deshpande,2000,Linking Business to Deliver Value: A Data Management Challenge,Very Large Data Bases
1366,"Julie Basu, Jos&#233; Alberto Fern&#225;ndez, Olga Peschansky",2000,Building Scalable Internet Applications with Oracle8i Server,Very Large Data Bases
1367,"Bertram Lud&#228;scher, Amarnath Gupta, Maryann E. Martone",2000,Model-Based Information Integration in a Neuroscience Mediator System,Very Large Data Bases
1368,"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",2000,The 3W Model and Algebra for Unified Data Mining,Very Large Data Bases
1369,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",2000,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,Very Large Data Bases
1370,Hans-J&#246;rg Schek,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Very Large Data Bases
1371,"Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling",2000,Optimizing Multi-Feature Queries for Image Databases,Very Large Data Bases
1372,"Stefano Ceri, Roberta Cochrane, Jennifer Widom",2000,Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),Very Large Data Bases
1373,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",2000,Approximating Aggregate Queries about Web Pages via Random Walks,Very Large Data Bases
1374,"Sihem Amer-Yahia, Theodore Johnson",2000,Optimizing Queries on Compressed Bitmaps,Very Large Data Bases
1375,Geoffrey C. Bowker,2000,Work and Information Practices in the Sciences of Biodiversity,Very Large Data Bases
1376,"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",2000,Integrating the UB-Tree into a Database System Kernel,Very Large Data Bases
1377,"Abdelsalam Helal, Hua Li",2000,Rainbow: Distributed Database System for Classroom Education and Experimental Research,Very Large Data Bases
1378,"Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier",2000,Telcordia's Database Reconciliation and Data Quality Analysis Tool,Very Large Data Bases
1379,"Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik",2000,"Set Containment Joins: The Good, The Bad and The Ugly",Very Large Data Bases
1380,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",2000,What Happens During a Join? Dissecting CPU and Memory Optimization Effects,Very Large Data Bases
1381,"Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak",2000,"Social, Educational, and Governmental Change Enabled through Information Technology",Very Large Data Bases
1382,Sunil Choenni,2000,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Very Large Data Bases
1383,"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",2000,Manipulating Interpolated Data is Easier than You Thought,Very Large Data Bases
1384,"Alberto O. Mendelzon, Alejandro A. Vaisman",2000,Temporal Queries in OLAP,Very Large Data Bases
1385,"Chris Olston, Jennifer Widom",2000,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,Very Large Data Bases
